OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Length,Shape__Area
3932,6,Dublin,1347359,7/29/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12505,928.1119583,,,449433.5318,2612632655
3933,7,Galway,258058,7/29/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,495,191.8173434,,,1972288.286,17079158586
3934,8,Kerry,147707,7/29/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,317,214.614067,,,1753779.819,12483603408
3935,9,Kildare,222504,7/29/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1572,706.5041527,,,422182.0368,4726063622
3936,10,Kilkenny,99232,7/29/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,357,359.7629797,,,453397.5722,5585391835
3937,11,Laois,84697,7/29/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,282,332.9515803,,,398512.4622,4731211499
3938,12,Leitrim,32044,7/29/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.1395581,,,453253.685,4618679673
3939,13,Limerick,194899,7/29/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,599,307.3386729,,,673892.6905,7206726912
3940,14,Longford,40873,7/29/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,315245.1728,3097977869
3941,15,Louth,128884,7/29/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,793,615.281959,,,352203.5172,2386326963
3942,16,Mayo,130507,7/29/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,576,441.3556361,,,2101964.077,16036984139
3943,17,Meath,195044,7/29/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,829,425.0323004,,,554844.7505,6658570746
3944,18,Monaghan,61386,7/29/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,541,881.3084417,,,392803.0473,3768943157
3945,19,Offaly,77961,7/29/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,488,625.9540026,,,561440.3786,5558826350
3946,20,Roscommon,64544,7/29/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,346,536.0684184,,,622494.1546,7278743876
3947,21,Sligo,65535,7/29/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,149,227.3594263,,,682286.8703,5348370378
3948,22,Tipperary,159553,7/29/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,545,341.5792871,,,781276.5797,11551196729
3949,23,Waterford,116176,7/29/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.8866547,,,643184.904,4848379555
3950,24,Westmeath,88770,7/29/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,680,766.0245578,,,422669.3327,5208705730
3951,25,Wexford,149722,7/29/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,224,149.6106117,,,589324.4767,6332221063
3952,26,Wicklow,142425,7/29/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,712,499.9122345,,,427539.1986,5580728579
3953,1,Carlow,56932,7/30/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,179,314.4101735,,,319348.5725,2432351721
3954,2,Cavan,76176,7/30/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,870,1142.091997,,,515954.4965,5575009911
3955,3,Clare,118817,7/30/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,391,329.0774889,,,1013948.95,8722541706
3956,4,Cork,542868,7/30/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1567,288.6521217,,,2129949.409,19529490886
3957,5,Donegal,159192,7/30/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,474,297.753656,,,2145085.774,14624041937
3958,6,Dublin,1347359,7/30/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12520,929.2252473,,,449433.5318,2612632655
3959,7,Galway,258058,7/30/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,495,191.8173434,,,1972288.286,17079158586
3960,8,Kerry,147707,7/30/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,317,214.614067,,,1753779.819,12483603408
3961,9,Kildare,222504,7/30/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1589,714.1444648,,,422182.0368,4726063622
3962,10,Kilkenny,99232,7/30/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,357,359.7629797,,,453397.5722,5585391835
3963,11,Laois,84697,7/30/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,283,334.1322597,,,398512.4622,4731211499
3964,12,Leitrim,32044,7/30/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.1395581,,,453253.685,4618679673
3965,13,Limerick,194899,7/30/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,600,307.8517591,,,673892.6905,7206726912
3966,14,Longford,40873,7/30/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,315245.1728,3097977869
3967,15,Louth,128884,7/30/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,794,616.0578505,,,352203.5172,2386326963
3968,16,Mayo,130507,7/30/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,576,441.3556361,,,2101964.077,16036984139
3969,17,Meath,195044,7/30/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,829,425.0323004,,,554844.7505,6658570746
3970,18,Monaghan,61386,7/30/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,541,881.3084417,,,392803.0473,3768943157
3971,19,Offaly,77961,7/30/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,488,625.9540026,,,561440.3786,5558826350
3972,20,Roscommon,64544,7/30/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,346,536.0684184,,,622494.1546,7278743876
3973,21,Sligo,65535,7/30/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,149,227.3594263,,,682286.8703,5348370378
3974,22,Tipperary,159553,7/30/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,545,341.5792871,,,781276.5797,11551196729
3975,23,Waterford,116176,7/30/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.8866547,,,643184.904,4848379555
3976,24,Westmeath,88770,7/30/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,680,766.0245578,,,422669.3327,5208705730
3977,25,Wexford,149722,7/30/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,224,149.6106117,,,589324.4767,6332221063
3978,26,Wicklow,142425,7/30/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,712,499.9122345,,,427539.1986,5580728579
3979,1,Carlow,56932,7/31/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,179,314.4101735,,,319348.5725,2432351721
3980,2,Cavan,76176,7/31/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,876,1149.968494,,,515954.4965,5575009911
3981,3,Clare,118817,7/31/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,391,329.0774889,,,1013948.95,8722541706
3982,4,Cork,542868,7/31/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1567,288.6521217,,,2129949.409,19529490886
3983,5,Donegal,159192,7/31/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,474,297.753656,,,2145085.774,14624041937
3984,6,Dublin,1347359,7/31/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12524,929.5221244,,,449433.5318,2612632655
3985,7,Galway,258058,7/31/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,498,192.9798727,,,1972288.286,17079158586
3986,8,Kerry,147707,7/31/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,317,214.614067,,,1753779.819,12483603408
3987,9,Kildare,222504,7/31/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1597,717.7399058,,,422182.0368,4726063622
3988,10,Kilkenny,99232,7/31/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,357,359.7629797,,,453397.5722,5585391835
3989,11,Laois,84697,7/31/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,286,337.6742978,,,398512.4622,4731211499
3990,12,Leitrim,32044,7/31/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.1395581,,,453253.685,4618679673
3991,13,Limerick,194899,7/31/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,609,312.4695355,,,673892.6905,7206726912
3992,14,Longford,40873,7/31/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,315245.1728,3097977869
3993,15,Louth,128884,7/31/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,794,616.0578505,,,352203.5172,2386326963
3994,16,Mayo,130507,7/31/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,583,446.7193331,,,2101964.077,16036984139
3995,17,Meath,195044,7/31/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,830,425.5450052,,,554844.7505,6658570746
3996,18,Monaghan,61386,7/31/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,542,882.9374776,,,392803.0473,3768943157
3997,19,Offaly,77961,7/31/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,491,629.8020805,,,561440.3786,5558826350
3998,20,Roscommon,64544,7/31/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,346,536.0684184,,,622494.1546,7278743876
3999,21,Sligo,65535,7/31/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,149,227.3594263,,,682286.8703,5348370378
4000,22,Tipperary,159553,7/31/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,545,341.5792871,,,781276.5797,11551196729
4001,23,Waterford,116176,7/31/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.8866547,,,643184.904,4848379555
4002,24,Westmeath,88770,7/31/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,680,766.0245578,,,422669.3327,5208705730
4003,25,Wexford,149722,7/31/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,224,149.6106117,,,589324.4767,6332221063
4004,26,Wicklow,142425,7/31/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,712,499.9122345,,,427539.1986,5580728579
4005,1,Carlow,56932,8/1/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,179,314.4101735,,,319348.5725,2432351721
4006,2,Cavan,76176,8/1/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,876,1149.968494,,,515954.4965,5575009911
4007,3,Clare,118817,8/1/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,391,329.0774889,,,1013948.95,8722541706
4008,4,Cork,542868,8/1/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1567,288.6521217,,,2129949.409,19529490886
4009,5,Donegal,159192,8/1/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,476,299.0100005,,,2145085.774,14624041937
4010,6,Dublin,1347359,8/1/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12549,931.3776061,,,449433.5318,2612632655
4011,7,Galway,258058,8/1/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,498,192.9798727,,,1972288.286,17079158586
4012,8,Kerry,147707,8/1/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,317,214.614067,,,1753779.819,12483603408
4013,9,Kildare,222504,8/1/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1603,720.4364865,,,422182.0368,4726063622
4014,10,Kilkenny,99232,8/1/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,357,359.7629797,,,453397.5722,5585391835
4015,11,Laois,84697,8/1/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,305,360.1072057,,,398512.4622,4731211499
4016,12,Leitrim,32044,8/1/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,84,262.1395581,,,453253.685,4618679673
4017,13,Limerick,194899,8/1/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,609,312.4695355,,,673892.6905,7206726912
4018,14,Longford,40873,8/1/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,315245.1728,3097977869
4019,15,Louth,128884,8/1/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,794,616.0578505,,,352203.5172,2386326963
4020,16,Mayo,130507,8/1/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,583,446.7193331,,,2101964.077,16036984139
4021,17,Meath,195044,8/1/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,830,425.5450052,,,554844.7505,6658570746
4022,18,Monaghan,61386,8/1/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,542,882.9374776,,,392803.0473,3768943157
4023,19,Offaly,77961,8/1/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,492,631.0847732,,,561440.3786,5558826350
4024,20,Roscommon,64544,8/1/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,346,536.0684184,,,622494.1546,7278743876
4025,21,Sligo,65535,8/1/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,149,227.3594263,,,682286.8703,5348370378
4026,22,Tipperary,159553,8/1/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,545,341.5792871,,,781276.5797,11551196729
4027,23,Waterford,116176,8/1/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.8866547,,,643184.904,4848379555
4028,24,Westmeath,88770,8/1/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,680,766.0245578,,,422669.3327,5208705730
4029,25,Wexford,149722,8/1/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,224,149.6106117,,,589324.4767,6332221063
4030,26,Wicklow,142425,8/1/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,712,499.9122345,,,427539.1986,5580728579
4031,1,Carlow,56932,8/2/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,179,314.4101735,,,319348.5725,2432351721
4032,2,Cavan,76176,8/2/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,876,1149.968494,,,515954.4965,5575009911
4033,3,Clare,118817,8/2/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,399,335.8105322,,,1013948.95,8722541706
4034,4,Cork,542868,8/2/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1569,289.0205354,,,2129949.409,19529490886
4035,5,Donegal,159192,8/2/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,476,299.0100005,,,2145085.774,14624041937
4036,6,Dublin,1347359,8/2/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12551,931.5260447,,,449433.5318,2612632655
4037,7,Galway,258058,8/2/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,498,192.9798727,,,1972288.286,17079158586
4038,8,Kerry,147707,8/2/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,318,215.291083,,,1753779.819,12483603408
4039,9,Kildare,222504,8/2/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1618,727.1779384,,,422182.0368,4726063622
4040,10,Kilkenny,99232,8/2/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,357,359.7629797,,,453397.5722,5585391835
4041,11,Laois,84697,8/2/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,313,369.5526406,,,398512.4622,4731211499
4042,12,Leitrim,32044,8/2/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,85,265.2602671,,,453253.685,4618679673
4043,13,Limerick,194899,8/2/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,610,312.9826218,,,673892.6905,7206726912
4044,14,Longford,40873,8/2/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,315245.1728,3097977869
4045,15,Louth,128884,8/2/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,795,616.833742,,,352203.5172,2386326963
4046,16,Mayo,130507,8/2/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,583,446.7193331,,,2101964.077,16036984139
4047,17,Meath,195044,8/2/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,831,426.0577101,,,554844.7505,6658570746
4048,18,Monaghan,61386,8/2/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,542,882.9374776,,,392803.0473,3768943157
4049,19,Offaly,77961,8/2/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,497,637.4982363,,,561440.3786,5558826350
4050,20,Roscommon,64544,8/2/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,346,536.0684184,,,622494.1546,7278743876
4051,21,Sligo,65535,8/2/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,150,228.8853285,,,682286.8703,5348370378
4052,22,Tipperary,159553,8/2/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,545,341.5792871,,,781276.5797,11551196729
4053,23,Waterford,116176,8/2/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.8866547,,,643184.904,4848379555
4054,24,Westmeath,88770,8/2/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,681,767.1510645,,,422669.3327,5208705730
4055,25,Wexford,149722,8/2/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,224,149.6106117,,,589324.4767,6332221063
4056,26,Wicklow,142425,8/2/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,712,499.9122345,,,427539.1986,5580728579
4057,1,Carlow,56932,8/3/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,179,314.4101735,,,319348.5725,2432351721
4058,2,Cavan,76176,8/3/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,878,1152.593993,,,515954.4965,5575009911
4059,3,Clare,118817,8/3/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,399,335.8105322,,,1013948.95,8722541706
4060,4,Cork,542868,8/3/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1570,289.2047422,,,2129949.409,19529490886
4061,5,Donegal,159192,8/3/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,476,299.0100005,,,2145085.774,14624041937
4062,6,Dublin,1347359,8/3/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12559,932.1197988,,,449433.5318,2612632655
4063,7,Galway,258058,8/3/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,498,192.9798727,,,1972288.286,17079158586
4064,8,Kerry,147707,8/3/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,318,215.291083,,,1753779.819,12483603408
4065,9,Kildare,222504,8/3/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1651,742.0091324,,,422182.0368,4726063622
4066,10,Kilkenny,99232,8/3/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,357,359.7629797,,,453397.5722,5585391835
4067,11,Laois,84697,8/3/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,314,370.73332,,,398512.4622,4731211499
4068,12,Leitrim,32044,8/3/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,85,265.2602671,,,453253.685,4618679673
4069,13,Limerick,194899,8/3/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,610,312.9826218,,,673892.6905,7206726912
4070,14,Longford,40873,8/3/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,288,704.6216329,,,315245.1728,3097977869
4071,15,Louth,128884,8/3/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,795,616.833742,,,352203.5172,2386326963
